title,text
EU veto ‘hostage’-taking on foreign policy must end -Germany’s Maas,"Germany’s foreign minister said on Monday the European Union should abolish the right of individual member states to veto foreign policy measures as the 27-nation bloc could not allow itself to be “held hostage”.His comments, which came days after a more junior official criticised Hungary by name, reflect growing frustration in Berlin at the way in which EU member countries can prevent it from acting in matters on which almost all members agree.""We can't let ourselves be held hostage by the people who hobble European foreign policy with their vetoes,"" Heiko Maas told a conference of Germany's ambassadors in Berlin.""If you do that then sooner or later you are risking the cohesion of Europe. The veto has to go, even if that means we can be outvoted.""His remarks amount to a highly unusual rebuke by Germany of a fellow member state. Germany, conscious of its economic and political heft within the EU, is normally very cautious about being seen to throw its weight for fear of seeming overbearing.Hungary blocked an EU statement in April criticising China’s new security law in Hong Kong, undermining EU efforts to confront Beijing’s restrictions of freedoms in the former British colony. Hungarian Prime Minister Viktor Orban said on Monday that the European left, led by the German left, was attacking Hungary because of ""its refusal to sign a politically inconsequential and frivolous joint declaration on Hong Kong"".These declarations make the EU look like a ""pathetic paper tiger,"" Orban wrote on his official website.""There must be an end to the preoccupation in Brussels with concocting and flaunting declarations. ... In recent years this common foreign policy approach, motivated by domestic political considerations, has led to the European Union's foreign policy stance becoming a laughing stock,"" Orban said.He said the EU's foreign policy should be decided by heads of states and governments instead of what he called bureacrats, citing the latest meeting of the European Council regarding Russia as a positive example.""As far as Europe's policy on China is concerned, we believe that we must prevent the reemergence of Cold War policies and culture in world politics,"" the nationalist premier added.Last month, Budapest refused to ratify a new EU trade and development accord with African, Caribbean and Pacific countries, and also declined to support an EU call for a ceasefire in violence between Israel and the Palestinians.Under Orban, Hungary has pursued closer ties with China, most recently agreeing to host a foreign campus of a Chinese university in Budapest over a chorus of opposition protest. Our Standards: The Thomson Reuters Trust Principles."
Bitter week for families as evidence to be read in MH17 airliner trial,"Judges in the Netherlands will begin reading out the evidence this week in the murder trial against four fugitive suspects accused of shooting down a Malaysian airliner over rebel-held eastern Ukraine in 2014 and killing 298 people in 2014.Victims' relatives said they were expecting the testimony to bring up painful memories, but that they were grateful for a chance to hear at last what had happened aboard Malaysia Airlines flight MH17.The flight from Amsterdam to Kuala Lumpur crashed in a field in territory held by pro-Russian separatists fighting against Ukrainian forces, after being shot down with what international investigators say was a Russian surface-to-air missile.Three Russians and a Ukrainian citizen, all suspected of having key roles in the separatist forces, are on trial for murder. Moscow has refused to extradite those in Russia.One of the Russians is mounting a defence from abroad and denies blame, while the others have not appointed lawyers and are not participating.""It is a very difficult day for us. It is now the first day of the prosecution, and that is difficult for us,"" Evert van Zijtveld, who lost his two children Frederique and Robert-Jan and his wife's parents, told journalists as he walked into court.1/5Lawyers attend the judges' inspection of the reconstruction of the MH17 wreckage, as part of the murder trial ahead of the beginning of a critical stage, in Reijen, Netherlands, May 26, 2021. REUTERS/Piroschka van de Wouw/PoolRead MoreAfter a year of mostly procedural hearings, judges announced the start of the evidence phase on Monday. From Tuesday the judges will begin summarising the evidence gathered by investigators in the case, and potentially calling witnesses.Judge Hendrik Steenhuis said his panel would be looking specifically to determine what type of missile hit the airplane, where it was fired from and whether the four suspects can be held responsible.""It is taking a long time but we want to know the truth. It is the only thing we can still do for the children,"" said Rob Frederiksz, whose 23-year-old son Bryce died along with his girlfriend Daisy in the crash.After years of collecting evidence, a team of international investigators concluded in May 2018 that the missile launcher used to shoot down the aircraft belonged to Russia's 53rd Anti-Aircraft Missile Brigade. The Dutch government holds Moscow responsible. Russia denies any involvement.On Monday the Kremlin said it was following the trial and took note of ""alternative information"" that could lead to other explanations of the crash from the Dutch prosecutor's main theory of the Russian-made missile fired by pro-Russian separatists.""But again, because we are not part of the investigation, we cannot directly influence what is happening,” Kremlin spokesperson Dmitry Peskov told reporters.Our Standards: The Thomson Reuters Trust Principles."
Israeli parliament to vote on approving new government by June 14,"A vote in Israel's legislature on approving a new government poised to unseat Prime Minister Benjamin Netanyahu will be held within a week, parliament's speaker said on Monday, without setting a specific date.Naftali Bennett, the nationalist politician who would replace Israel's longest-serving leader, called on Netanyahu on Sunday to ""let go"" and drop any efforts to encourage defections from the new coalition that could scupper its inauguration.Bennett urged Knesset Speaker Yariv Levin, a Netanyahu loyalist, not to delay and to hold the confidence vote this Wednesday, so that the government of left-wing, rightist, centrist and Arab parties could be sworn in.In a formal announcement to parliament, Levin noted that opposition leader Yair Lapid had informed him and Israel's president that a coalition had been agreed, and said that under a time frame set by law, a vote to approve it would be held by June 14.""An announcement regarding a date for the session to establish (Israel's) 36th government will be conveyed down the line to members of parliament,"" Levin said, leaving open the possibility that Netanyahu could have up to a week to try to twist arms.If the Lapid-Bennett government fails to win a majority in parliament, Israel will likely head to its fifth election in less than two years, after an inconclusive ballot on March 23 capped by their coalition agreement.Our Standards: The Thomson Reuters Trust Principles."
"Ahead of Putin meeting, Biden tells Zelenskiy he will stand up for Ukraine’s sovereignty","U.S. President Joe Biden told Ukrainian President Volodymyr Zelenskiy on Monday that he will stand up for Ukraine’s sovereignty and territorial integrity ahead of a summit between Biden and Russian leader Vladimir Putin.National security advisor Jake Sullivan told reporters the two leaders spoke about the bilateral relationship in a phone call prior to Biden's trip to Europe.""They had the opportunity to talk at some length about all of the issues in US-Ukraine relationship and President Biden was able to tell President Zelensky that he will stand up firmly for Ukraine sovereignty, territorial integrity, and its aspirations as we go forward,"" Sullivan said.Putin and Biden will meet in Geneva on June 16 amid sharp disagreements over election interference, human rights and Ukraine. In his first call in April with Zelenskiy after taking office, Biden offered Ukraine his “unwavering support” as Russia built up troops on Ukraine’s eastern border in a standoff that worried Kyiv and its Western backers. Mykhailo Podolyak, an adviser to Zelenskiy's chief of staff, said the Ukrainian leader and Biden coordinated their policy positions.Zelenskiy said on Twitter the phone call also covered Ukraine's aspirations to join the NATO military alliance and Russia's Nord Stream 2 pipeline. Washington has been Ukraine’s most powerful ally since Russia’s annexation of Crimea in 2014, though Kyiv was taken aback by the Biden administration’s decision to waive sanctions on the company behind Russia’s Nord Stream 2 pipeline. Zelenskiy told the U.S. news website Axios in an interview last week he was ""surprised"" and ""disappointed"" by the decision.Ukraine had also hoped its Western allies would make a renewed effort to admit Ukraine into the NATO military alliance in the wake of the border standoff with Russia and was disappointed not to be invited to a NATO summit this month. Our Standards: The Thomson Reuters Trust Principles."
"Harris has ‘robust’ Guatemala graft talks, tells migrants: ‘do not come’","U.S. Vice President Kamala Harris said on Monday she had “robust” talks with Guatemalan President Alejandro Giammattei on the need to fight corruption to help deter undocumented immigration from Central America to the United States.At a news conference with Giammattei, Harris said a U.S. task force would work with local prosecutors to punish corrupt actors in the region.The Biden administration has identified corruption as an underlying cause of the poverty and violence driving record numbers of Central Americans to go to the United StatesIn the build up to Harris' visit to Guatemala, her first official overseas trip, differences of opinion emerged about the fight against graft, with corruption fighters feted by Washington being criticized by Giammattei.""We had a robust, candid and thorough conversation,"" Harris said at the news conference after a three-hour meeting with Giammattei, who said they had discussed U.S. concerns about developments in Guatemala.""The president and I discussed the importance of anti-corruption and the importance of an independent judiciary,"" Harris said. Washington has criticized the removal of a senior judge from Guatemala's top court, in what Giammattei has argued was a legitimate process.The corruption task force has been previously floated, but Harris gave more details, saying it will combine resources from the Justice, State and Treasury departments.Giammattei defended his own record in fighting corruption, saying he had not been accused of wrongdoing and saying graft was not only a problem faced by politicians. The fight against drug trafficking needed to be an integral part of tackling corruption, he said.On the immigration front he announced a new processing center for migrants sent back from Mexico and the United States, which could increase capacity. He said the focus of the two countries should be on creating prosperity.Most Guatemalan migrants leave because of poverty, he said, and come from a few rural municipalities. Harris said Guatemalans should not take the dangerous journey north.1/7Guatemala's President Alejandro Giammattei speaks during a bilateral meeting with U.S. Vice President Kamala Harris (not pictured) at the Palacio Nacional de la Cultura, during Harris' first international trip as Vice President to Guatemala and Mexico, in Guatemala City, Guatemala, June 7, 2021. REUTERS/Carlos BarriaRead More""Do not come. Do not come. The United States will continue to enforce our laws and secure our borders,"" she said.""If you come to our border, you will be turned back.""Democrat Harris responded to questions about Republican criticism that she had not done enough to stem migration in the short term, saying she was working on the ground in Guatemala.""I'm just focused on that kind of work as opposed to grand gestures,"" she said.The Biden administration on Monday also unveiled details of another task force of prosecutors to combat human smuggling in Central America and Mexico.U.S. Attorney General Merrick B. Garland said the Joint Task Force Alpha would marshal Justice Department and Homeland Security resources against ""the most prolific and dangerous"" human smuggling and trafficking groups in the region, according to a statement. It said the group will complement the efforts to build cases against corrupt actors.However, Washington's push to tackle ""root causes"" of migration in El Salvador, Guatemala and Honduras have been undermined by a backlash against anti-corruption bodies the United States considers independent but that local elites say are biased.Harris will also meet civil society leaders and entrepreneurs in Guatemala and then go to Mexico. Priorities include economic development, climate and food insecurity and women's issues, White House officials said.  read more There has been criticism from some officials in Guatemala and Mexico over the timing and thrust of Harris' mission, with the Mexico talks scheduled on Tuesday, just days after mid-term elections there.Harris said she discussed sharing COVID-19 vaccines with Guatemala during Monday’s meeting. She confirmed that the United States would supply half a million COVID-19 doses to Guatemala and provide $26 million to fight the pandemic.Our Standards: The Thomson Reuters Trust Principles."
"Once a lock for ruling party, opposition make electoral gains in Mexican capital","Mexico's sprawling capital has long been a bedrock of support for President Andres Manuel Lopez Obrador, dating back to his term as mayor years ago, but city voters shifted on Sunday, giving opponents a string of major wins, according to preliminary results.The congressional election in the country looked likely to give Lopez Obrador's allies a majority, albeit slimmed down. In Mexico City, though, his party did not fare so well in elections for borough leaders.While his leftist National Regeneration Movement, known as MORENA, held on to Mexico City's most populous boroughs, including Iztapalapa and Gustavo Madero, it lost nine of the capital's 16 districts.Lopez Obrador blamed the opposition gains on unfriendly press coverage.""You have to keep in mind that this is where there were more attacks from the media,"" said Lopez Obrador, speaking at his regular morning news conference at the national palace in downtown Mexico City.The leftist leader often lashes out at the media, which he derides as mostly elitist and overly concentrated in the capital.More outreach was needed, he said on Monday.Lopez Obrador built up his power base in the capital when he served as mayor from 2000 to 2005, and MORENA took all but four of the boroughs when Lopez Obrador swept to power three years ago in a landslide election victory.But the opposition was able to capitalize on discontent over his record since he became president. He has struggled to deliver on pledges to combat gang violence and lift anemic economic growth.Opposition politicians formed an ideologically diverse coalition to beat out ruling party candidates in the capital.The coalition is made up of the centrist Institutional Revolutionary Party (PRI), the center-right National Action Party (PAN), and the center-left Democratic Revolution Party (PRD), the later once the political home of Lopez Obrador.In the borough of Cuauhtemoc, MORENA's Dolores Padierna, a veteran politician once affiliated with the PRD, was down by 10% to her main coalition rival, Sandra Xantall Cuevas.But Padierna nonetheless held on to fading hopes for a turnaround late on Sunday. ""We're going to win!"" she said.Our Standards: The Thomson Reuters Trust Principles."
British foreign minister discusses Iran with Saudi crown prince,"Britain's foreign minister Dominic Raab met with Saudi Crown Prince Mohammed bin Salman in the kingdom on Monday and discussed Iran in addition to bilateral ties and climate change, the British foreign office said.Raab's visit comes as global powers work to revive a 2015 nuclear deal with Iran that Saudi Arabia had opposed for not addressing Tehran's missile programme and support for regional proxies, including in Yemen.  read more ""The UK reaffirms our commitment to tackling our shared security challenges, including Iranian threats and the continued conflict in Yemen,"" a foreign office statement quoted Raab as saying, adding that Riyadh was a close friend and long-standing partner.Saudi Arabia, which is locked in a regional rivalry with foe Iran, has urged global powers to secure a stronger deal of longer duration at talks in Vienna that aim to bring both the United States and Iran back into full compliance with the pact.Washington quit the agreement in 2018 and re-imposed sanctions on Iran, prompting Tehran to gradually violate several of the pact's nuclear restrictions.  read more The Saudi foreign ministry said in a Twitter post that the kingdom's de facto ruler and the British minister had discussed    efforts to enhance regional security and stability as well as joint cooperation in various fields.Saud Arabia leads a military coalition that has been battling Yemen's Iran-aligned Houthi movement, which has launched missile and drone attacks on the kingdom.Raad, who also met with his Saudi counterpart, discussed trade and climate change and raised human rights concerns ""notably around justice reform and freedom of media expression"", the foreign office said.Saudi Arabia's human rights record came under the spotlight following the 2018 murder of journalist Jamal Khashoggi at the kingdom's Istanbul consulate by Saudi agents, as well as the detention of women's rights activists in the kingdom.Our Standards: The Thomson Reuters Trust Principles."
Senegalese navy seizes 8 tonnes of cannabis resin from boat,"The Senegalese navy on Sunday intercepted a boat smuggling over 8 tonnes of cannabis resin through the waters off the West African nation's coast, the armed forces ministry said in a statement.The vessel, which was flying a Togolese flag, was stopped 140 kilometres (87 miles) from the coastal capital of Dakar with seven crew members on board.After escorting the boat to a naval base in Dakar, the authorities discovered the 8.37 tonnes of hashish split between 279 bags. The boat was also carrying sacks of plaster, the ministry said on Monday.It did not provide a street value for the seized drugs.Earlier this year, authorities in Niger seized 17 tonnes of cannabis resin worth around 31 million euros ($37 million), the largest bust in the country's history.  read more According to Interpol, drug kingpins are sending larger shipments in response to COVID-19 travel restrictions and border closures, which have restricted their ability to more frequently move smaller quantities of drugs via individual couriers.Our Standards: The Thomson Reuters Trust Principles."
Salvadoran woman freed from jail after 30-year abortion sentence,"A Salvadoran woman who had served nearly a third of her 30-year prison sentence on charges of terminating her pregnancy and violating El Salvador's harsh abortion ban was released on Monday, activists said.Sara Rogel was arrested in October 2012 after going to a hospital with bleeding injuries caused by what she said was a fall while carrying out chores at home. Then a 22-year-old student, Rogel was prosecuted and sentenced for killing her unborn daughter.""Sara never deserved to be in prison,"" feminist activist Morena Herrera said. ""While in mourning for the heartbreaking loss of her pregnancy, Sara should have been with her family. Instead she was unjustly imprisoned for nine years.""Her release from a jail in Zacatecoluca, 35 miles (56 km) southeast of capital San Salvador, was initially ordered a week ago, but Rogel was forced to remain in detention until a deadline passed for the Attorney General's office to appeal her release.El Salvador has one of the world's strictest bans on abortion. It does not permit exceptions, even for rape or if the mother's life is at risk, and prison sentences can stretch up to 40 years.In recent years some rulings have been reversed, with several women released from jail after serving parts of their long sentences.Still, women are often prosecuted for stillbirths and abortions induced because of medical emergencies.Our Standards: The Thomson Reuters Trust Principles."
U.S. report concluded COVID-19 may have leaked from Wuhan lab - WSJ,"A report on the origins of COVID-19 by a U.S. government national laboratory concluded that the hypothesis of a virus leak from a Chinese lab in Wuhan is plausible and deserves further investigation, the Wall Street Journal said on Monday, citing people familiar with the classified document.The study was prepared in May 2020 by the Lawrence Livermore National Laboratory in California and was referred to by the State Department when it conducted an inquiry into the pandemic's origins during the final months of the Trump administration, the WSJ report said.Lawrence Livermore's assessment drew on a genomic analysis of the COVID-19 virus, the Journal said. Lawrence Livermore declined to comment on the Wall Street Journal report.President Joe Biden said last month he had ordered aides to find answers to the origin of the virus.  read more U.S. intelligence agencies are considering two likely scenarios - that the virus resulted from a laboratory accident or that it emerged from human contact with an infected animal - but they have not come to a conclusion, Biden said.A still-classified U.S. intelligence report circulated during former President Donald Trump's administration alleged that three researchers at China's Wuhan Institute of Virology became so ill in November 2019 that they sought hospital care, U.S. government sources have said.U.S. officials have accused China of not being transparent about the virus' origins, a charge Beijing has denied.Separately, Mike Ryan, a top World Health Organization official said on Monday the WHO cannot compel China to divulge more data on COVID-19's origins, while adding it will propose studies needed to take understanding of where the virus emerged to the ""next level"".  read more Earlier this month, U.S. infectious disease expert Dr. Anthony Fauci called on China to release the medical records of nine people whose ailments might provide vital clues into whether COVID-19 first emerged as the result of a lab leak.Our Standards: The Thomson Reuters Trust Principles."
Giuliani pressed Ukrainians to probe Biden allegations in 2019 call - CNN,"The audiotape of a July 2019 phone call shows former U.S. President Donald Trump’s then-lawyer Rudy Giuliani pressuring Ukrainian officials to investigate baseless allegations about Trump’s 2020 election rival Joe Biden, CNN reported on Monday.CNN said it had obtained the audio of the call between Giuliani, U.S. diplomat Kurt Volker, and Andriy Yermak, a senior adviser to Ukrainian President Volodymyr Zelenskiy which it said was the precursor of a Trump-Zelenskiy call which was at the center of Trump's 2019 impeachment.In the call, Giuliani said he wanted Zelenskiy to say he was putting a prosecutor in charge and ""he's gonna investigate and dig up the evidence, that presently exists and is there any other evidence about involvement of the 2016 election, and then the Biden thing has to be run out,"" according to CNN.Trump, a Republican, denounced as a political witch hunt allegations that he pressed Zelenskiy during a phone call to dig up dirt on Biden. The Democratic-led U.S. House of Representatives voted to impeach Trump in December 2019, but he was acquitted by the then-Republican-dominated Senate early in 2020.Trump lost the 2020 election to Biden, a Democrat, and left office in January 2021.In April, federal prosecutors investigating Giuliani’s business dealings in Ukraine at the time he was serving as Trump’s lawyer raided his home and office, seizing cell phones and computers. Giuliani, a former New York City mayor, has not been charged. He said after the raids that his conduct had been ""absolutely legal and ethical.""Giuliani began representing Trump in April 2018 in connection with then-Special Counsel Robert Mueller's probe into Russian interference in the 2016 U.S. presidential election.Our Standards: The Thomson Reuters Trust Principles."
Moscow bans nine prominent Canadians from Russia in sanctions response,"Russia will ban nine prominent Canadian citizens from entering its territory indefinitely, its foreign ministry said on Monday, in a response to Canadian sanctions imposed in March over human rights concerns.Canada on March 24 set new sanctions on nine Russian officials over ""gross and systematic violations of human rights in Russia."" Ottawa is particularly concerned about the treatment of Alexei Navalny, a prominent Kremlin critic.Navalny was arrested this year and sent to serve a 2-1/2-year jail term for parole violations related to an embezzlement conviction he says was fraudulent.Canada's foreign ministry said the punitive measures unveiled on Monday were unacceptable and unfounded.""We remain deeply concerned by the deteriorating human rights situation in Russia and the shrinking space for civil society and independent voices. We stand by these Canadians that have been targeted,"" it said in a statement.The nine Canadians included Justice Minister David Lametti and Brenda Lucki, head of the Royal Canadian Mounted Police.Navalny was detained on his return to Russia in January from Germany where he was treated for what German authorities concluded was poisoning in Russia with a banned nerve agent. The Kremlin says it has seen no evidence he was poisoned and that his jailing is not political.Our Standards: The Thomson Reuters Trust Principles."
Harris takes on graft in Guatemala and tells migrants ‘do not come’,"U.S. Vice President Kamala Harris said on Monday she had “robust” talks with Guatemalan President Alejandro Giammattei on fighting corruption to deter immigration from Central America and bluntly warned migrants to not come to the United States.Since President Joe Biden took office in January, the number of migrants taken into custody per month at the U.S. Mexico border has risen to the highest levels in 20 years""Do not come. Do not come. The United States will continue to enforce our laws and secure our borders,"" Harris said at a news conference alongside Giammattei. ""If you come to our border, you will be turned back.""Harris also said a U.S. anti-corruption task force would work with local prosecutors to punish corrupt actors in the region.The Biden administration has identified corruption as an underlying cause of the poverty and violence driving record numbers of Central Americans to go to the United States.The corruption task force has been previously floated, but Harris gave more details, saying it will combine resources from the Justice, State and Treasury departments.In the build-up to Harris' visit to Guatemala, her first official overseas trip, differences of opinion emerged about the fight against graft, with corruption fighters feted by Washington being criticized by Giammattei.""We had a robust, candid and thorough conversation,"" Harris said at the news conference after a three-hour meeting with Giammattei, who said they had discussed U.S. concerns about developments in Guatemala.""The president and I discussed the importance of anti-corruption and the importance of an independent judiciary,"" Harris said. Washington has criticized the removal of a senior judge from Guatemala's top court, in what Giammattei has argued was a legitimate process.Giammattei defended his own record in fighting malfeasance, saying he had not been accused of wrongdoing and saying graft was not only a problem faced by politicians. The fight against drug trafficking needed to be an integral part of tackling corruption, he said.On the immigration front he announced a new processing center for migrants sent back from Mexico and the United States, which could increase capacity. He said the focus of the two countries should be on creating prosperity.1/5Guatemala's President Alejandro Giammattei and U.S. Vice President Kamala Harris attend a bilateral meeting at the Palacio Nacional de la Cultura, during Harris' first international trip as Vice President to Guatemala and Mexico, in Guatemala City, Guatemala, June 7, 2021. REUTERS/Carlos BarriaRead MoreMost Guatemalan migrants leave because of poverty, he said, and come from a few rural municipalities.Harris, a Democratic former U.S. senator from California, responded to Republican criticism against her for not visiting the U.S.-Mexico border and the administration for ignoring what they say is a crisis there. She said she was working on the ground in Guatemala.""I'm just focused on that kind of work as opposed to grand gestures,"" she said.But she also took flak from fellow Democrats like U.S. Representative Alexandria Ocasio-Cortez, who said on Twitter she was disappointed by Harris's message to migrants.""Seeking asylum at any U.S. border is a 100% legal method of arrival,"" she tweeted. She said the United States has contributed to regime change and destabilization in Latin America for decades. ""We can't help set someone's house on fire and then blame them for fleeing.""The United States orchestrated a coup against democratically elected leftist government Jacobo Arbenz in 1954, ushering in decades of military governments and a civil war estimated to have killed more than 200,000 people by the time it ended in 1996.More recently, the U.S.-financed, U.N. Commission Against Impunity in Guatemala helped bring down democratically elected conservative President Otto Perez Molina, a former general, who resigned after massive protests triggered by an investigation into corruption in his government.The Biden administration on Monday also unveiled details of another task force of prosecutors to combat human smuggling in Central America and Mexico.U.S. Attorney General Merrick B. Garland said the Joint Task Force Alpha would marshal Justice Department and Homeland Security resources against ""the most prolific and dangerous"" human smuggling and trafficking groups in the region, according to a statement. It said the group will complement efforts against corrupt actors.However, Washington's push to tackle ""root causes"" of migration in El Salvador, Guatemala and Honduras have been undermined by a backlash against anti-corruption bodies the United States considers independent but that local elites say are biased.Harris also met civil society leaders and entrepreneurs in Guatemala. The White House announced a $7.5 million commitment through USAID to support entrepreneurs in Guatemala, as well as millions more in investments in affordable housing, agri-businesses and loans to small businesses.Harris said she discussed sharing COVID-19 vaccines with Guatemala during Monday’s meeting. She confirmed that the United States would supply half a million COVID-19 doses to Guatemala in addition to the $26 million it has given the country to fight the pandemic.Our Standards: The Thomson Reuters Trust Principles."
"Biden’s to-do list on foreign trip: Rally allies against COVID, Putin","President Joe Biden’s meeting with leaders of the G7 leading industrial economies in an English seaside village this week will usher in a new focus on rallying U.S. allies against common adversaries - the COVID-19 pandemic, Russia and China.New COVID-19 variants and rising death tolls in some countries will loom large during the gathering from Friday to Sunday, alongside climate change, strengthening global supply chains and ensuring the West maintains its technological edge over China, the world's second-largest economy.Biden, a Democrat, vowed to rebuild relations with allies after four rocky years under former President Donald Trump, who pulled Washington out of several multilateral institutions and threatened at one point to quit NATO.""The trip, at its core, will advance the fundamental thrust of Joe Biden's foreign policy to rally the world's democracies to tackle the greatest challenges of our time,"" White House National Security Adviser Jake Sullivan told reporters at a briefing on Monday.The gathering will put Biden's ""America is back"" motto to the test, with allies disillusioned during the Trump years looking for tangible, lasting action.TENSIONS WITH RUSSIARussia will be at the forefront of attention at the G7 summit in Cornwall, England, and the days afterward when Biden meets with European leaders and NATO allies in Brussels, before heading to Geneva to meet Russian President Vladimir Putin.U.S. officials are considering sharper action against Russia after two incidents. These are the recent ransomware attack on JBS (JBSS3.SA), the world’s largest meatpacker, by a criminal group likely based in Russia. Also Putin gave financial backing to Belarus after it forced a Ryanair (RYA.I) flight to land so it could arrest a dissident journalist on board are pushing.Biden's meeting with Putin is not a ""reward"" for Putin but instead the most effective way to hear directly from him to understand and manage the differences between Washington and Moscow, Sullivan said.""There is simply a lot we have to work through,"" he said.NATO Secretary General Jens Stoltenberg met Biden at the White House on Monday and told reporters afterward that the challenges the allies will confront at their summit will be Russia, China, cyberhacks and climate change, among others.He said a rising China with its military buildup poses a problem because ""they don't share our values.""""We see that in the way they crack down on democratic protests in Hong Kong, how they deal with minorities... and how they coerce neighbors... Taiwan. So we need to stand up for the rules-based national order,"" he said.On Russia, Stoltenberg said, ""we agree on the dual-track approach, meaning deterrence, defense and dialogue with Russia.""Sullivan said Biden will stress the importance of NATO countries' burden-sharing and the need for allies to contribute to alliance exercises and operations. He added that the United States will respond if Russia's ""harmful"" activities against Washington continue.Sullivan said Biden spoke with Ukraine President Volodymyr Zelenskiy on Monday and reassured him that he would defend Ukraine's sovereignty in his talks with Putin.According to Sullivan, he also said he hoped the G7 nations would come up with an ""action plan"" to increase their collective defenses against ransomware attacks and deal with the challenges posed by cryptocurrency, which, he said, ""lies at the core of how these ransom transactions are played out.""On the sidelines of a NATO summit in Brussels on June 14, Biden is also expected to meet with Turkish President Tayyip Erdogan, a crucial session between the sparring NATO allies after Ankara's purchase of Russian defense systems angered Washington and risked driving a wedge within the alliance.Sullivan said the talks with Erdogan would be expansive, covering the eastern Mediterranean, Syria and Afghanistan as well as how to deal with the differences that have arisen between the two countries.He said that Biden and Erdogan, who have known each other for many years now, were looking forward to having a ""business-like"" opportunity to have a broad review of bilateral ties.Our Standards: The Thomson Reuters Trust Principles."
Portugal minister says Spain requiring COVID-19 test at border 'a mistake',"Portugal's foreign minister said Spain's decision to require a negative COVID-19 test for people crossing the border must have been an error, Lusa news agency reported on Monday.Portugal had asked Spanish authorities for clarification on ""what could only have been a mistake"", Portugal's foreign minister Augusto Santos Silva said.""We have asked Spanish authorities for clarification and await it being granted as quickly as possible, because if not we will need to adopt equivalent reciprocal measures,"" Santos Silva said, adding that ""the epidemiological situation in Spain is, at the moment, worse than what we are living in Portugal.""The land border between the two Iberian nations reopened on May 1 after three months of restrictions and checks, providing relief to local tourist hotspots.Currently, Spain requires air travellers to be tested or vaccinated, while Portugal requires a negative test from travellers from Spain. But neither country had required tests for people crossing the border by land.A Spanish health ministry spokesperson said people crossing the border would be obliged to carry health documentation in the same way that a driver is expected to have their vehicle's papers in case of sporadic checks.The protocol is exactly the same as that applied at Spain's other border with northern neighbour France, the spokesperson said, adding that cross-border workers and transport sector employees would be exempt.The website for the General Consulate of Spain in Portugal said on Monday that all those aged 6 and above crossing the land border from Portugal to Spain must have a negative COVID-19 test, proof of vaccination, or proof of an antibody test.Spain's Health Ministry website said that all travellers from 'high risk' zones needed to show a negative PCR test upon entry from June 7. A list of high-risk countries included Portugal, alongside 26 other European countries and nearly all countries outside the bloc.Spain's two-week COVID-19 case incidence rate was 115 according to the latest available data on Monday, while Portugal's was 72.2.Our Standards: The Thomson Reuters Trust Principles."
Gangs raid police stations for weapons in Haiti as deadly violence surges,"Gangs raided multiple police stations for weapons in Haiti's capital, Port-au-Prince, in deadly attacks over the weekend as violence between armed groups flared, with intense conflict in one southern neighborhood forcing thousands to flee.The gangs have proliferated in the poorest country in the Americas over the past few years during a period of political unrest and growing economic misery. Armed groups increasingly outgun Haiti's security forces and fight with one another over territory.The United Nations said on Sunday it was ""profoundly worried"" about the impact of the growing violence on civilians, recalling similar incidents over the past year that forced thousands to flee.Haiti is also facing a surge in COVID-19 cases and is bracing for a referendum at the end of June over a new constitution.Attackers raided six police stations over the weekend, killing three police officers and burning their bodies in one attack, local news outlets reported. In another, a police inspector who refused to hand over weapons was shot to death.The head of the national police, Leon Charles, confirmed two of the attacks and the inspector's death, telling a news conference on Sunday that authorities were intensifying efforts to combat the gangs.He said police had restored control of a highway leading south from the capital that had been blocked by gang warfare around the troubled neighborhood of Martissant since last Wednesday.The latest flare-up appeared to have killed about 10 people - including civilians - and forced thousands to flee the area as assailants torched homes and businesses, the office of civil protection said in a statement.Videos on social media last week showed bodies along the empty highway that was manned by gunmen. The videos also showed displaced people, including children, taking refuge in a church, in a market square and at a sports center.Fresh produce ran low in Port-au-Prince as trucks carrying supplies from the south were blocked.""The phenomenon of gangsterization is taking on more and more alarming proportions,"" the office of civil protection said, adding there were conflicts in at least three other neighborhoods of the capital. ""The security forces are on their knees.""Our Standards: The Thomson Reuters Trust Principles."
North Korea’s Kim meets senior officials to address economy - KCNA,"North Korean leader Kim Jong Un convened a meeting of senior officials of the Workers’ Party to evaluate and improve the  economy in the second half of the year, state media KCNA reported on Tuesday.Kim is seeking a greater role in government to lift up an economy battered by international sanctions aimed at stopping its nuclear programme, and strict border closures to ward off the coronavirus.North Korea has not officially confirmed any COVID-19 cases, although Seoul officials have said an outbreak there cannot be ruled out as the North had trade and people-to-people exchanges with China before closing its border early last year. In April Kim had urged ruling party officials to wage another “Arduous March” of work and sacrifice, linking the current economic crises to a period in the 1990s of famine and disaster. The meeting on Monday with senior officials was a precursor to the plenary meeting of the ruling party's Central Committee later in June, according to KCNA. Kim released a plan to bring about ""a tangible change in stabilizing the state economic work and people's living,"" KCNA said.Our Standards: The Thomson Reuters Trust Principles."
